Id,TableInfoId,ColumnName,BusinessMeaning,BusinessContext,DataExamples,ValidationRules,IsKeyColumn,IsActive,CreatedDate,UpdatedDate,CreatedBy,UpdatedBy,NaturalLanguageAliases,ValueExamples,DataLineage,CalculationRules,SemanticTags,BusinessDataType,ConstraintsAndRules,DataQualityScore,UsageFrequency,PreferredAggregation,RelatedBusinessTerms,IsSensitiveData,IsCalculatedField,SemanticContext,ConceptualRelationships,DomainSpecificTerms,QueryIntentMapping,BusinessQuestionTypes,SemanticSynonyms,AnalyticalContext,BusinessMetrics,SemanticRelevanceScore,LLMPromptHints,VectorSearchTags,BusinessPurpose,BusinessFriendlyName,NaturalLanguageDescription,BusinessRules,RelationshipContext,DataGovernanceLevel,LastBusinessReview,ImportanceScore
69,2,ForLanguages,Language codes for currency localization,Comma-separated list of language codes where this currency formatting applies. Supports regional currency display variations.,"en-US,en-GB","Optional field, max 50 characters, comma-separated language codes",0,1,2025-06-20 04:04:42.9000000,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"language codes, locale codes, language list, supported languages, localization codes","en-US, en-GB, de-DE, fr-FR, es-ES, it-IT, sv-SE, no-NO, da-DK","Maintained by localization team, follows ISO 639-1 and ISO 3166-1 standards",Comma-separated concatenation of applicable language codes,"localization,language_codes,regional,iso_standard,configuration",Text,"LENGTH <= 50, VALID_LANGUAGE_CODES",7.0000,0.3500,COUNT,"Language Codes,Locale Codes,Regional Languages,Localization Configuration",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
70,2,UpdatedDate,Last modification timestamp,Date and time when the currency record was last updated. Critical for tracking exchange rate changes and data freshness.,2025-06-20 10:30:00,"Required field, valid datetime, automatically updated on changes",0,1,2025-06-20 04:04:42.9000000,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"updated date, last updated, modification date, timestamp, last modified","2025-06-20 10:30:00, 2025-06-19 15:45:30, 2025-06-18 09:15:00",Automatically maintained by database triggers and application logic,SET UpdatedDate = GETDATE() ON UPDATE,"audit,timestamp,data_freshness,tracking,system_generated",DateTime,"NOT NULL, CHECK (UpdatedDate <= GETDATE())",9.5000,0.6000,MAX,"Last Updated,Modification Time,Audit Timestamp,Data Freshness",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
83,7,LabelID,Unique identifier for each white label brand,"Primary key used to reference white label brands across all gaming operations, player accounts, and business reporting. Links to brand-specific configurations and metrics.","1=MainBrand, 2=CasinoBrand, 3=SportsBrand","Must be unique, non-null, positive integer",1,1,2025-06-20 04:10:00.5100000,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"label id, brand id, white label id, brand identifier, label key","1, 2, 3, 4, 5, 10, 15, 20, 25, 30",Master reference data maintained by brand management team,Auto-generated sequential identifier,"primary_key,identifier,reference_data,brand,configuration",Integer,"UNIQUE, NOT NULL, CHECK (LabelID > 0)",9.8000,0.9500,COUNT,"White Label,Brand,Label,Business Entity,Brand Configuration",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
84,7,LabelName,Full brand name of the white label,"Official brand name used in marketing, customer communications, and business documentation. Primary brand identifier for customer-facing operations.","Casino Royal, Sports Palace, Lucky Games","Required field, max 50 characters, must be unique brand name",0,1,2025-06-20 04:10:00.5100000,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"label name, brand name, white label name, brand title, casino name","Casino Royal, Sports Palace, Lucky Games, Golden Casino, Diamond Sports, Premium Gaming",Maintained by brand management and marketing teams,Direct input from brand registration and marketing materials,"brand,display_name,marketing,customer_facing,business_identity",Text,"NOT NULL, LENGTH <= 50, UNIQUE_BRAND_NAME",9.5000,0.9000,COUNT,"Brand Name,White Label Name,Casino Name,Business Name",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
85,7,LabelUrlName,URL-friendly version of the brand name,"SEO-optimized, URL-safe version of the brand name used in web addresses, routing, and technical integrations. Must be unique across all brands.","casino-royal, sports-palace, lucky-games","Optional field, max 50 characters, URL-safe format, lowercase with hyphens",0,1,2025-06-20 04:10:00.5100000,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"url name, slug, brand slug, url identifier, web name","casino-royal, sports-palace, lucky-games, golden-casino, diamond-sports, premium-gaming",Generated from brand name or manually configured by technical team,"URL-safe transformation of brand name: lowercase, spaces to hyphens","url,seo,technical,routing,web_identifier",Text,"LENGTH <= 50, URL_SAFE_FORMAT, UNIQUE",8.5000,0.7000,COUNT,"URL Name,Brand Slug,Web Identifier,SEO Name",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
86,7,LabelUrl,Primary website URL for the white label brand,"Main website address for the brand, used for customer access, marketing campaigns, and business operations. Critical for brand identity and customer acquisition.","https://casino-royal.com, https://sports-palace.com","Required field, max 100 characters, must be valid HTTPS URL",0,1,2025-06-20 04:10:19.8366667,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"label url, brand url, website url, main url, primary url","https://casino-royal.com, https://sports-palace.com, https://lucky-games.com",Configured by brand management and technical teams,Direct input from domain registration and brand configuration,"url,website,brand_identity,customer_access,marketing",Text,"NOT NULL, LENGTH <= 100, VALID_HTTPS_URL",9.0000,0.8500,COUNT,"Website URL,Brand URL,Main URL,Primary Website",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
87,7,UrlPlay,Direct play URL for gaming platform access,"Direct link to the gaming platform, used for player login, game access, and platform navigation. Optimized for player experience and platform performance.","https://play.casino-royal.com, https://app.sports-palace.com","Optional field, max 200 characters, must be valid HTTPS URL",0,1,2025-06-20 04:10:19.8366667,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"play url, gaming url, platform url, app url, player url","https://play.casino-royal.com, https://app.sports-palace.com, https://games.lucky-games.com",Configured by technical team based on platform architecture,Technical configuration for gaming platform access,"url,gaming_platform,player_access,technical,application",Text,"LENGTH <= 200, VALID_HTTPS_URL",8.5000,0.7500,COUNT,"Play URL,Gaming URL,Platform URL,Player Access URL",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
88,7,UrlPlayShort,Shortened version of the play URL,"Abbreviated play URL used for mobile applications, SMS campaigns, and space-constrained marketing materials. Optimized for mobile and quick access.","play.casino-royal.com, app.sports-palace.com","Optional field, max 50 characters, shortened URL format",0,1,2025-06-20 04:10:19.8366667,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"short url, mobile url, abbreviated url, quick url, compact url","play.casino-royal.com, app.sports-palace.com, games.lucky-games.com",Generated from main play URL or manually configured for mobile optimization,Shortened version of UrlPlay for mobile and marketing use,"url,mobile,marketing,abbreviated,quick_access",Text,"LENGTH <= 50, VALID_URL_FORMAT",7.5000,0.6000,COUNT,"Short URL,Mobile URL,Quick Access URL,Abbreviated URL",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
89,7,DefaultLanguage,Default language setting for the white label brand,"Primary language configuration for the brand, used for customer interface, communications, and localization. Determines default user experience language.","English, German, Swedish, French","Optional field, max 50 characters, valid language name or code",0,1,2025-06-20 04:10:40.3200000,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"default language, brand language, primary language, language setting, locale language","English, German, Swedish, French, Spanish, Italian, Norwegian, Danish, Finnish",Configured by brand management based on target market and regulatory requirements,Direct configuration based on brand target market analysis,"localization,language,brand_configuration,user_experience,regional",Text,"LENGTH <= 50, VALID_LANGUAGE",8.0000,0.7000,COUNT,"Default Language,Brand Language,Primary Language,Localization Setting",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
90,7,DefaultCountry,Default country setting for the white label brand,"Primary country configuration for the brand, used for regulatory compliance, currency defaults, and regional customization.","1=UK, 2=Germany, 3=Sweden, 4=Canada","Optional field, references country master table, positive integer",0,1,2025-06-20 04:10:40.3200000,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"default country, brand country, primary country, country setting, target country","1, 2, 3, 4, 5, 6, 7, 8, 9, 10","References country master data, configured by brand management and compliance teams",Foreign key reference to country configuration table,"geographic,regulatory,brand_configuration,compliance,reference_data",Integer,FOREIGN KEY reference to Countries table,8.5000,0.7500,COUNT,"Default Country,Brand Country,Target Market,Geographic Setting",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
91,7,DefaultCurrency,Default currency setting for the white label brand,"Primary currency configuration for the brand, used for pricing display, player account defaults, and financial operations.","1=EUR, 2=USD, 3=GBP, 4=CAD","Optional field, references currency master table, positive integer",0,1,2025-06-20 04:10:40.3200000,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"default currency, brand currency, primary currency, currency setting, base currency","1, 2, 3, 4, 5, 6, 7, 8, 9, 10","References currency master data, configured by finance and brand management teams",Foreign key reference to currency configuration table,"financial,currency,brand_configuration,pricing,reference_data",Integer,FOREIGN KEY reference to Currencies table,8.5000,0.8000,COUNT,"Default Currency,Brand Currency,Primary Currency,Financial Setting",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
92,7,WelcomeBonusDesc,Description of the welcome bonus offer for new players,"Marketing description of the welcome bonus package, used in customer acquisition campaigns, promotional materials, and player onboarding communications.","100% up to 500 + 50 Free Spins, Welcome Package up to ","Optional field, max 500 characters, marketing content",0,1,2025-06-20 04:11:00.7266667,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"welcome bonus, bonus description, welcome offer, signup bonus, new player bonus","100% up to 500 + 50 Free Spins, Welcome Package up to , 200% First Deposit Bonus",Created and maintained by marketing team based on promotional strategies,Direct input from marketing campaigns and promotional planning,"marketing,promotion,bonus,customer_acquisition,player_onboarding",Text,"LENGTH <= 500, MARKETING_CONTENT",7.0000,0.6500,COUNT,"Welcome Bonus,Signup Bonus,New Player Offer,Promotional Content",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
93,7,RestrictedCountries,List of countries where the brand is not available,"Comma-separated list of restricted countries for regulatory compliance, licensing limitations, and business restrictions. Critical for legal compliance.","US,FR,IT,ES,BE","Optional field, unlimited length, comma-separated country codes",0,1,2025-06-20 04:11:00.7266667,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"restricted countries, blocked countries, excluded countries, prohibited countries, country restrictions","US,FR,IT,ES,BE,NL,DE,AU,DK,SE",Maintained by compliance team based on regulatory requirements and licensing restrictions,Comma-separated list of ISO country codes for restricted markets,"regulatory,compliance,restrictions,legal,geographic_limitations",Text,COMMA_SEPARATED_COUNTRY_CODES,9.0000,0.8000,COUNT,"Restricted Countries,Blocked Countries,Compliance Restrictions,Geographic Limitations",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
94,7,FoundedYear,Year when the white label brand was established,"Founding year of the brand, used for marketing credibility, regulatory documentation, and business history tracking.","2018, 2020, 2021, 2022","Optional field, max 10 characters, valid year format",0,1,2025-06-20 04:11:00.7266667,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"founded year, establishment year, launch year, creation year, brand founding","2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025",Historical data maintained by brand management and business development teams,Direct input from brand registration and business documentation,"business_history,marketing,credibility,brand_information,temporal",Text,"LENGTH <= 10, VALID_YEAR_FORMAT",7.5000,0.4000,COUNT,"Founded Year,Establishment Year,Launch Year,Brand History",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
95,7,SportEnabled,Indicates whether sports betting is enabled for this brand,"Boolean flag determining if the brand offers sports betting services. Used for feature availability, regulatory compliance, and product configuration.","1 (Sports Enabled), 0 (Casino Only)","Optional field, boolean value, 1 for enabled, 0 for disabled",0,1,2025-06-20 04:11:23.4000000,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"sport enabled, sports betting, sportsbook enabled, betting enabled, sports flag","1, 0, True, False",Configured by product management based on licensing and business strategy,Manual configuration based on product offering and regulatory permissions,"product_configuration,sports_betting,feature_flag,regulatory,business_strategy",Boolean,"IN (0,1)",8.5000,0.7500,COUNT,"Sports Betting,Sportsbook,Product Configuration,Feature Flag",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
96,7,UpdatedDate,Last modification timestamp for white label record,"Date and time when the white label record was last updated. Critical for tracking configuration changes, promotional updates, and data freshness.",2025-06-20 10:30:00,"Required field, valid datetime, automatically updated on changes",0,1,2025-06-20 04:11:23.4000000,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"updated date, last updated, modification date, timestamp, last modified","2025-06-20 10:30:00, 2025-06-19 15:45:30, 2025-06-18 09:15:00",Automatically maintained by database triggers and application logic,SET UpdatedDate = GETDATE() ON UPDATE,"audit,timestamp,data_freshness,tracking,system_generated",DateTime,"NOT NULL, CHECK (UpdatedDate <= GETDATE())",9.5000,0.6000,MAX,"Last Updated,Modification Time,Audit Timestamp,Data Freshness",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
97,7,DefaultPlayMode,Default play mode setting for the brand,"Default gaming mode configuration (real money, demo, etc.) for new players, used for player onboarding and platform initialization.","real, demo, fun, practice","Optional field, max 10 characters, valid play mode",0,1,2025-06-20 04:11:23.4000000,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"default play mode, play mode, gaming mode, player mode, default mode","real, demo, fun, practice, money, free",Configured by product management based on regulatory requirements and business strategy,Direct configuration based on regulatory compliance and player experience strategy,"gaming_configuration,player_experience,regulatory,product_setting,default_behavior",Text,"LENGTH <= 10, VALID_PLAY_MODE",7.5000,0.5500,COUNT,"Play Mode,Gaming Mode,Player Mode,Default Configuration",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
98,7,IsActive,Indicates whether the white label brand is currently active,Boolean flag determining if the brand is operational and available to players. Used for brand lifecycle management and operational control.,"1 (Active), 0 (Inactive)","Optional field, boolean value, 1 for active, 0 for inactive",0,1,2025-06-20 04:11:42.5900000,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"is active, active flag, brand active, operational status, enabled","1, 0, True, False",Configured by brand management based on operational status and business decisions,Manual configuration based on brand lifecycle and operational requirements,"operational_status,brand_lifecycle,business_control,status_flag,configuration",Boolean,"IN (0,1)",9.0000,0.8500,COUNT,"Active Status,Operational Status,Brand Status,Business Control",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
99,7,LabelTitle,Extended title or tagline for the white label brand,"Marketing title or tagline used in promotional materials, website headers, and brand communications. Enhances brand identity and marketing appeal.","The Ultimate Gaming Experience, Your Premier Sports Destination","Optional field, max 100 characters, marketing content",0,1,2025-06-20 04:11:42.5900000,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"label title, brand title, tagline, brand slogan, marketing title","The Ultimate Gaming Experience, Your Premier Sports Destination, Where Winners Play",Created and maintained by marketing team for brand positioning and campaigns,Direct input from marketing and brand positioning strategies,"marketing,branding,tagline,brand_identity,promotional_content",Text,"LENGTH <= 100, MARKETING_CONTENT",7.0000,0.5000,COUNT,"Brand Title,Marketing Title,Tagline,Brand Slogan",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
100,7,GACode,Google Analytics tracking code for the brand,"Google Analytics measurement ID used for website traffic tracking, user behavior analysis, and marketing performance measurement.","GA-123456789-1, G-XXXXXXXXXX","Optional field, max 50 characters, valid GA tracking code format",0,1,2025-06-20 04:11:42.5900000,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"ga code, google analytics, tracking code, analytics id, measurement id","GA-123456789-1, G-XXXXXXXXXX, UA-123456789-1, GT-XXXXXXXXX",Configured by marketing and analytics teams for performance tracking,Direct input from Google Analytics account configuration,"analytics,tracking,marketing,performance_measurement,web_analytics",Text,"LENGTH <= 50, VALID_GA_CODE_FORMAT",8.0000,0.7000,COUNT,"Google Analytics,Tracking Code,Analytics ID,Performance Tracking",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
101,7,IntileryCode,Intilery platform integration code for the brand,"Integration identifier for Intilery customer engagement platform, used for personalization, customer journey tracking, and marketing automation.","INT-12345, INTL-BRAND-001","Optional field, max 50 characters, valid Intilery code format",0,1,2025-06-20 04:12:03.5300000,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"intilery code, integration code, platform code, engagement code, automation code","INT-12345, INTL-BRAND-001, INTL-CASINO-002, INT-SPORTS-003",Configured by marketing technology team for customer engagement platform integration,Direct input from Intilery platform configuration and integration setup,"integration,customer_engagement,marketing_automation,platform_integration,personalization",Text,"LENGTH <= 50, VALID_INTILERY_CODE",7.0000,0.4500,COUNT,"Intilery Code,Integration Code,Customer Engagement,Marketing Automation",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
102,7,EmailDisplayName,Display name used in email communications from the brand,"Sender name displayed in email headers for customer communications, promotional emails, and transactional messages. Critical for brand recognition and trust.","Casino Royal Support, Sports Palace Team","Optional field, max 50 characters, professional email display name",0,1,2025-06-20 04:12:03.5300000,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"email display name, sender name, email from name, brand email name, communication name","Casino Royal Support, Sports Palace Team, Lucky Games Customer Service, Premium Gaming",Configured by customer service and marketing teams for email communications,Direct input from email marketing and customer communication strategies,"email_communication,customer_service,brand_identity,communication,marketing",Text,"LENGTH <= 50, PROFESSIONAL_NAME_FORMAT",8.0000,0.6500,COUNT,"Email Display Name,Sender Name,Communication Identity,Customer Service",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
103,7,LabelNameShort,Abbreviated version of the brand name,"Short form of the brand name used in mobile applications, limited space displays, and quick reference materials. Optimized for space-constrained environments.","CR, SP, LG, PG","Optional field, max 50 characters, abbreviated brand name",0,1,2025-06-20 04:12:03.5300000,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"short name, abbreviated name, brand abbreviation, short brand name, compact name","CR, SP, LG, PG, GC, DS, RG, BC",Generated from full brand name or manually configured for mobile and compact displays,Abbreviated version of LabelName for space-constrained use cases,"abbreviation,mobile,compact_display,space_optimization,quick_reference",Text,"LENGTH <= 50, ABBREVIATED_FORMAT",7.0000,0.4000,COUNT,"Short Name,Brand Abbreviation,Compact Name,Mobile Name",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
104,7,ExcludedJurisdictions,List of regulatory jurisdictions where the brand is excluded,"Comma-separated list of regulatory jurisdictions where the brand cannot operate due to licensing restrictions, compliance requirements, or business decisions.","UKGC,MGA,AGCO,SGA","Optional field, max 50 characters, comma-separated jurisdiction codes",0,1,2025-06-20 04:12:22.2333333,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"excluded jurisdictions, restricted jurisdictions, blocked jurisdictions, jurisdiction restrictions, regulatory exclusions","UKGC,MGA,AGCO,SGA,DGOJ,ANJ,KSA,ONJN,AAMS,HGC",Maintained by compliance team based on regulatory restrictions and licensing limitations,Comma-separated list of jurisdiction codes for excluded regulatory areas,"regulatory,compliance,jurisdiction_restrictions,legal_limitations,licensing",Text,"LENGTH <= 50, COMMA_SEPARATED_JURISDICTION_CODES",9.0000,0.7500,COUNT,"Excluded Jurisdictions,Regulatory Restrictions,Compliance Limitations,Legal Exclusions",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
